"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class"
"Relevant","abstract","abstract","0","10.1080/00288233.1975.10421059","legumes","'rhizophagus tenuis']","root","present","mycorrhiza","soil-borne spores and vegetative hyphae identification","NA","new zealand","abstract-csv","doi_10.1080_00288233.1975.10421059","Relevant","Abstract","Abstract","Uncertain","10.1080/00288233.1975.10421059","0","doi:10.1080/00288233.1975.10421059","int_87d99e2963401abe","'rhizophagus tenuis']","planticonsortium tenue","Resolved","synonym_map","0.95","10776626","Fungi","mucoromycota","NA","legumes","fabaceae","Resolved","family_exact","0.50","5386","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/0013-9327(75)90069-5","NA","NA","NA","present","NA","mention of the presence of disease, but no specific fungal species is identified.","agriculture","united states","abstract-csv","doi_10.1016_0013-9327(75)90069-5","Relevant","Abstract","Abstract","Uncertain","10.1016/0013-9327(75)90069-5","0","doi:10.1016/0013-9327(75)90069-5","int_85a21c0e8b79cf56","NA","","Unresolved","none","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1080/09670877209413455","not specified in the text","powdery mildews","leaf","present","pathogen","the compounds are used to control diseases, do not appear to depend on modifying the host plant","NA","NA","abstract-csv","doi_10.1080_09670877209413455","Relevant","Abstract","Abstract","Uncertain","10.1080/09670877209413455","0","doi:10.1080/09670877209413455","int_a7e1b0a9cc98895a","powdery mildews","","Unresolved","no_match","0.00","","","NA","NA","not specified in the text","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1111/j.1469-8137.1974.tb02142.x","grasses and nearly all the dicotyledonous plants (not specified in full)","vesicular-arbuscular mycorrhizal fungi","root","present","mycorrhiza","infecting roots, mixed infections present in some plants","coal waste tips in scotland","scotland","abstract-csv","doi_10.1111_j.1469-8137.1974.tb02142.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1469-8137.1974.tb02142.x","0","doi:10.1111/j.1469-8137.1974.tb02142.x","int_cabe9ba06149631e","vesicular-arbuscular mycorrhizal fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","grasses and nearly all the dicotyledonous plants (not specified in full)","poaceae","Partially_Resolved","family_exact; no_match","0.25","3073","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1111/j.1469-8137.1974.tb02142.x","grasses and nearly all the dicotyledonous plants (not specified in full)","endogone spp.","root","present","mycorrhiza","infecting roots, mixed infections present in some plants","coal waste tips in scotland","scotland","abstract-csv","doi_10.1111_j.1469-8137.1974.tb02142.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1469-8137.1974.tb02142.x","0","doi:10.1111/j.1469-8137.1974.tb02142.x","int_eaa57f4e1162ca27","endogone spp.","endogone","Resolved","genus_exact","0.70","2559270","Fungi","mucoromycota","endogonomycetes","grasses and nearly all the dicotyledonous plants (not specified in full)","poaceae","Partially_Resolved","family_exact; no_match","0.25","3073","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1007/bf00032749","brassica oleracea var. botrytis (cauliflower)","unspecified","curd portion","present","NA","not directly stated, but the text implies a potential interaction due to grafting.","agriculture","NA","abstract-csv","doi_10.1007_bf00032749","Relevant","Abstract","Abstract","Uncertain","10.1007/bf00032749","0","doi:10.1007/bf00032749","int_e751329a40173d8a","unspecified","","Unresolved","none","0.00","","","NA","NA","brassica oleracea var. botrytis (cauliflower)","brassica oleracea","Resolved","exact_accepted","1.00","3042845","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/00022470.1972.10469707","phaseolus vulgaris l (pinto beans)","not mentioned","leaf","present","NA","experiment involving chemical protectants to reduce ozone injury, not natural plant-fungus interaction","NA","NA","abstract-csv","doi_10.1080_00022470.1972.10469707","Relevant","Abstract","Abstract","Uncertain","10.1080/00022470.1972.10469707","0","doi:10.1080/00022470.1972.10469707","int_c4caf720de2284fd","not mentioned","","Unresolved","none","0.00","","","NA","NA","phaseolus vulgaris l (pinto beans)","phaseolus vulgaris","Resolved","exact_accepted","1.00","5350452","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/0028825x.1977.10432553","leptospermum scoparium","vesicular-arbuscular mycorrhizas","stem","present","endophyte","infected the host plant, stimulated p uptake but did not always supply the full p requirements of the host. presence remained even when high shoot p concentrations were achieved by applying p.","NA","new zealand","abstract-csv","doi_10.1080_0028825x.1977.10432553","Relevant","Abstract","Abstract","Uncertain","10.1080/0028825x.1977.10432553","0","doi:10.1080/0028825x.1977.10432553","int_ab46939afcfa7e55","vesicular-arbuscular mycorrhizas","","Unresolved","no_match","0.00","","","NA","NA","leptospermum scoparium","leptospermum scoparium","Resolved","exact_accepted","1.00","3181762","Plantae","tracheophyta","magnoliopsida"
"Irrelevant","abstract","abstract","0","10.1111/j.1365-2338.1973.tb02092.x","NA","NA","NA","present","NA","no specific plant-fungus interaction described","NA","NA","abstract-csv","doi_10.1111_j.1365-2338.1973.tb02092.x","Not Relevant","Abstract","Abstract","Uncertain","10.1111/j.1365-2338.1973.tb02092.x","0","doi:10.1111/j.1365-2338.1973.tb02092.x","int_23465d718f6ca05b","NA","","Unresolved","none","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1111/j.1744-7348.1972.tb04709.x","triticum aestivum (wheat)","erysiphe graminis","root","present","pathogen","controlled by the compound n?(2,2,2?trichloro?1?methoxyethyl)?formamide when applied to the roots in sand.","not-specified","not-specified","abstract-csv","doi_10.1111_j.1744-7348.1972.tb04709.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1744-7348.1972.tb04709.x","0","doi:10.1111/j.1744-7348.1972.tb04709.x","int_1b7eba3105751cad","erysiphe graminis","blumeria graminis","Resolved","synonym_map","0.95","2578272","Fungi","ascomycota","leotiomycetes","triticum aestivum (wheat)","triticum aestivum","Resolved","exact_accepted","1.00","7795888","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1139/m76-009","populus x euramericana (yellow poplar)","glomeromycota sp. (vesicular-arbuscular mycorrhizae)","root","present","mycorrhiza","involved in arbuscule deterioration and nutrient release","NA","NA","abstract-csv","doi_10.1139_m76-009","Relevant","Abstract","Abstract","Uncertain","10.1139/m76-009","0","doi:10.1139/m76-009","int_331c7961f5a1791a","glomeromycota sp. (vesicular-arbuscular mycorrhizae)","glomeromycota","Resolved","phylum_exact","0.35","18","Fungi","glomeromycota","NA","populus x euramericana (yellow poplar)","populus canadensis","Resolved","synonym_map","0.95","8190077","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","full-text","7","10.1626/jcs.44.178","arabidopsis thaliana (thale cress)","fusarium oxysporum f. sp. thaliana","root","present","pathogen","isolated from root tissues of arabidopsis thaliana.","NA","NA","full-text","doi_10.1626_jcs.44.178","Relevant","Abstract","Abstract","Uncertain","10.1626/jcs.44.178","7","doi:10.1626/jcs.44.178","int_9c049045b8fe9050","fusarium oxysporum f. sp. thaliana","fusarium oxysporum","Resolved","exact_accepted","1.00","5251961","Fungi","ascomycota","sordariomycetes","arabidopsis thaliana (thale cress)","arabidopsis thaliana","Resolved","exact_accepted","1.00","3052436","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1002/ps.2780070103","trifolium repens (white clover)","rhizobium trifolii","root","present","mutualist","symbiotic nitrogen fixation affected by some fungicides (thiram, oxycarboxin, ethylan cp), but unchanged by others.","NA","NA","abstract-csv","doi_10.1002_ps.2780070103","Relevant","Abstract","Abstract","Uncertain","10.1002/ps.2780070103","0","doi:10.1002/ps.2780070103","int_f71c80d6ead06869","rhizobium trifolii","","Unresolved","no_match","0.00","","","NA","NA","trifolium repens (white clover)","trifolium repens","Resolved","exact_accepted","1.00","5358748","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1071/bt9610057","pernettya macrostigma (epacridaceae)","unspecified ericales endophyte","root","present","endophyte","isolated from the host and successfully back inoculated under controlled conditions.","NA","new zealand","abstract-csv","doi_10.1071_bt9610057","Relevant","Abstract","Abstract","Uncertain","10.1071/bt9610057","0","doi:10.1071/bt9610057","int_42ceca51c9765777","unspecified ericales endophyte","","Unresolved","no_match","0.00","","","NA","NA","pernettya macrostigma (epacridaceae)","gaultheria macrostigma","Resolved","synonym_map","0.95","4170804","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1002/ps.2780020505","cucumis sativus (cucumber)","sphaerotheca fuliginea (cucumber powdery mildew)","leaf","present","pathogen","isolated as a pathogen causing cucumber powdery mildew","greenhouse","NA","abstract-csv","doi_10.1002_ps.2780020505","Relevant","Abstract","Abstract","Uncertain","10.1002/ps.2780020505","0","doi:10.1002/ps.2780020505","int_78175e2c6b01e6e5","sphaerotheca fuliginea (cucumber powdery mildew)","podosphaera fuliginea","Resolved","synonym_map","0.95","5255357","Fungi","ascomycota","leotiomycetes","cucumis sativus (cucumber)","cucumis sativus","Resolved","exact_accepted","1.00","2874569","Plantae","tracheophyta","magnoliopsida"
"Relevant","book chapter","abstract","0","10.1111/j.1439-0434.1965.tb04085.x","NA","genus alternaria","NA","present","NA","book chapter describing various fungi species","NA","NA","abstract-csv","doi_10.1111_j.1439-0434.1965.tb04085.x","Relevant","Book Chapter","Other Document","Uncertain","10.1111/j.1439-0434.1965.tb04085.x","0","doi:10.1111/j.1439-0434.1965.tb04085.x","int_129fa4cac34044b5","genus alternaria","","Unresolved","no_match","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1038/165532a0","avena spp. (oats)","helminthosporium aven?","seed","present","pathogen","seed-borne phase of leaf stripe disease","NA","NA","abstract-csv","doi_10.1038_165532a0","Relevant","Abstract","Abstract","Uncertain","10.1038/165532a0","0","doi:10.1038/165532a0","int_347ffc2e01bf62e1","helminthosporium aven?","","Unresolved","no_match","0.00","","","NA","NA","avena spp. (oats)","avena","Resolved","genus_exact","0.70","2705282","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1017/s0021859600064601","hordeum vulgare (winter barley variety pella)","cochliobolus sativus (causing eyespot disease)","NA","present","pathogen","disease-causing organism, not a direct plant-fungus interaction.","NA","NA","abstract-csv","doi_10.1017_s0021859600064601","Relevant","Abstract","Abstract","Uncertain","10.1017/s0021859600064601","0","doi:10.1017/s0021859600064601","int_624e044fea4cbe63","cochliobolus sativus (causing eyespot disease)","","Unresolved","no_match","0.00","","","NA","NA","hordeum vulgare (winter barley variety pella)","hordeum vulgare","Resolved","exact_accepted","1.00","2706056","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1002/ps.2780020504","malus domestica (apple)","venturia inaequalis","leaf","present","pathogen","caused apple scab","NA","NA","abstract-csv","doi_10.1002_ps.2780020504","Relevant","Abstract","Abstract","Uncertain","10.1002/ps.2780020504","0","doi:10.1002/ps.2780020504","int_7cb6ce46c773d2e1","venturia inaequalis","venturia inaequalis","Resolved","exact_accepted","1.00","5262796","Fungi","ascomycota","dothideomycetes","malus domestica (apple)","malus domestica","Resolved","exact_accepted","1.00","3001244","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/bf02052803","NA","not specified (eight species mentioned in the text)","seed","present","NA","isolated from plant material coming in from afghanistan and intercepted at quarantine station, jamrud","NA","afghanistan","abstract-csv","doi_10.1007_bf02052803","Relevant","Abstract","Abstract","Uncertain","10.1007/bf02052803","0","doi:10.1007/bf02052803","int_5b9a7b26f4f9eca5","not specified (eight species mentioned in the text)","","Unresolved","empty","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1002/jobm.19640040210","mycotrophic plants","unspecified endophyte","underground or creeping organs","present","endophyte","lives with underground or creeping plant organs. possible mycorrhizae, mycorrhizomes and mycothalli.","NA","NA","abstract-csv","doi_10.1002_jobm.19640040210","Relevant","Abstract","Abstract","Uncertain","10.1002/jobm.19640040210","0","doi:10.1002/jobm.19640040210","int_41717ea3f9c8bfc4","unspecified endophyte","","Unresolved","no_match","0.00","","","NA","NA","mycotrophic plants","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1111/j.1469-8137.1969.tb06492.x","orchid species","orchid endophyte fungi","root","present","mutualist","utilizes cellulose as a carbon source for protocorm growth","NA","NA","abstract-csv","doi_10.1111_j.1469-8137.1969.tb06492.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1469-8137.1969.tb06492.x","0","doi:10.1111/j.1469-8137.1969.tb06492.x","int_4692ad87331831a4","orchid endophyte fungi","","Unresolved","no_match","0.00","","","NA","NA","orchid species","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1038/165937c0","ulmus sp. (elm)","ophiostoma novo-ulmi","vascular","present","pathogen","NA","NA","NA","abstract-csv","doi_10.1038_165937c0","Relevant","Abstract","Abstract","Uncertain","10.1038/165937c0","0","doi:10.1038/165937c0","int_ba4f4fd02928d81e","ophiostoma novo-ulmi","ophiostoma novo-ulmi","Resolved","exact_accepted","1.00","5254231","Fungi","ascomycota","sordariomycetes","ulmus sp. (elm)","ulmus","Resolved","genus_exact","0.70","2984510","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1080/00288233.1958.10431534","lolium perenne","endophytic fungi of new zealand grasses (not specified in text)","NA","present","endophyte","isolated from perennial-ryegrass","NA","new zealand","abstract-csv","doi_10.1080_00288233.1958.10431534","Relevant","Abstract","Abstract","Uncertain","10.1080/00288233.1958.10431534","0","doi:10.1080/00288233.1958.10431534","int_ff201789cec46a32","endophytic fungi of new zealand grasses (not specified in text)","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","lolium perenne","lolium perenne","Resolved","exact_accepted","1.00","10327026","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.1111/j.1744-7348.1948.tb07387.x","linum usitatissimum (flax)","[{'scientific_name': 'colletotrichum linicola'","NA","present","pathogen","seed-borne parasites","NA","NA","abstract-csv","doi_10.1111_j.1744-7348.1948.tb07387.x","Relevant","Abstract","Abstract","Uncertain","10.1111/j.1744-7348.1948.tb07387.x","0","doi:10.1111/j.1744-7348.1948.tb07387.x","int_cfd4570a3a3a085f","[{'scientific_name': 'colletotrichum linicola'","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","linum usitatissimum (flax)","linum usitatissimum","Resolved","exact_accepted","1.00","2873861","Plantae","tracheophyta","magnoliopsida"
